Opponent,Line,Our_Score,Their_Score,Event_Type,Act,Passer,Receiver,Defender,Player_0,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player 7,Elapsed Time (secs)
Revolution,D,13,7,Offense,Catch,Goose,Max,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2832
Revolution,D,13,7,Offense,Catch,Max,Goose,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2836
Revolution,D,13,7,Offense,Catch,Goose,Uber,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2840
Revolution,D,13,7,Offense,Catch,Uber,DW,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2846
Revolution,D,13,7,Offense,Catch,DW,Adrian,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2853
Revolution,D,13,7,Offense,Catch,Adrian,DW,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2859
Revolution,D,13,7,Offense,Catch,DW,Goose,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2863
Revolution,D,13,7,Offense,Catch,Goose,DW,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2867
Revolution,D,13,7,Offense,Catch,DW,Goose,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2871
Revolution,D,13,7,Offense,Catch,Goose,Max,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2908
Revolution,D,13,7,Offense,Catch,Max,Adrian,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2911
Revolution,D,13,7,Offense,Goal,Adrian,Max,,Kaufmann,Adrian,Uber,Goose,Max,DW,Slymer,,2934
Revolution,D,13,8,Defense,Pull,,,Kaufmann,Kaufmann,Uber,Max,JRob,DW,Slymer,Matzuka,,2993
Revolution,D,13,8,Defense,Goal,,,Anonymous,Kaufmann,Uber,Max,JRob,DW,Slymer,Matzuka,,3020
Revolution,O,14,8,Offense,Catch,Bob,Adrian,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3065
Revolution,O,14,8,Offense,Catch,Adrian,Kennedy,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3073
Revolution,O,14,8,Offense,Catch,Kennedy,Goose,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3077
Revolution,O,14,8,Offense,Catch,Goose,Adrian,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3081
Revolution,O,14,8,Offense,Catch,Adrian,Goose,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3085
Revolution,O,14,8,Offense,Catch,Goose,Shiel,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3259
Revolution,O,14,8,Offense,Catch,Shiel,Jack,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3263
Revolution,O,14,8,Offense,Catch,Jack,Cullen,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3267
Revolution,O,14,8,Offense,Catch,Cullen,Bob,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3271
Revolution,O,14,8,Offense,Throwaway,Bob,Anonymous,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3279
Revolution,O,14,8,Defense,Throwaway,,,Anonymous,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3298
Revolution,O,14,8,Offense,Catch,Anonymous,Cullen,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3302
Revolution,O,14,8,Offense,Catch,Cullen,Jack,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3306
Revolution,O,14,8,Offense,Catch,Anonymous,Anonymous,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3310
Revolution,O,14,8,Offense,Catch,Anonymous,Matzuka,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3314
Revolution,O,14,8,Offense,Catch,Matzuka,Kennedy,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3318
Revolution,O,14,8,Offense,Catch,Kennedy,Matzuka,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3322
Revolution,O,14,8,Offense,Catch,Matzuka,Bob,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3334
Revolution,O,14,8,Offense,Catch,Bob,Matzuka,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3338
Revolution,O,14,8,Offense,Catch,Matzuka,Goose,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3341
Revolution,O,14,8,Offense,Catch,Goose,Matzuka,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3428
Revolution,O,14,8,Offense,Catch,Matzuka,Goose,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3441
Revolution,O,14,8,Offense,Catch,Goose,Shiel,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3444
Revolution,O,14,8,Offense,Goal,Shiel,Goose,,Adrian,Jack,Shiel,Bob,Goose,Kennedy,Matzuka,Cullen,3461
Revolution,D,14,9,Defense,Pull,,,Matzuka,Kaufmann,Uber,Goose,Kennedy,DW,Slymer,Matzuka,,3521
Revolution,D,14,9,Defense,D,,,Max,Kaufmann,Uber,Goose,Kennedy,DW,Slymer,Matzuka,,3528
Revolution,D,14,9,Offense,Throwaway,Goose,Anonymous,,Kaufmann,Uber,Goose,Kennedy,DW,Slymer,Matzuka,,4490
Revolution,D,14,9,Defense,Goal,,,Anonymous,Kaufmann,Uber,Goose,Kennedy,DW,Slymer,Matzuka,,4496
Revolution,O,15,9,Offense,Catch,Bob,Shiel,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,4562
Revolution,O,15,9,Offense,Goal,Shiel,J Silver,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,4574
Revolution,D,16,9,Defense,Pull,,,JRob,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4629
Revolution,D,16,9,Defense,D,,,JRob,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4648
Revolution,D,16,9,Offense,Catch,Matzuka,JSS,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4661
Revolution,D,16,9,Offense,Catch,JSS,DW,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4665
Revolution,D,16,9,Offense,Catch,DW,Vock,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4669
Revolution,D,16,9,Offense,Catch,Vock,Jimmy,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4673
Revolution,D,16,9,Offense,Catch,Jimmy,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4677
Revolution,D,16,9,Offense,Catch,Matzuka,Vock,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4681
Revolution,D,16,9,Offense,Catch,Vock,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4685
Revolution,D,16,9,Offense,Catch,Matzuka,Zubair,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4697
Revolution,D,16,9,Offense,Catch,Zubair,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4701
Revolution,D,16,9,Offense,Catch,Matzuka,Zubair,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4704
Revolution,D,16,9,Offense,Catch,Zubair,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4708
Revolution,D,16,9,Offense,Catch,Matzuka,Jimmy,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4712
Revolution,D,16,9,Offense,Catch,Jimmy,JSS,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4716
Revolution,D,16,9,Offense,Catch,JSS,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4720
Revolution,D,16,9,Offense,Catch,Matzuka,JRob,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4724
Revolution,D,16,9,Offense,Catch,JRob,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4728
Revolution,D,16,9,Offense,Catch,Matzuka,JSS,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4732
Revolution,D,16,9,Offense,Catch,JSS,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4736
Revolution,D,16,9,Offense,Catch,Matzuka,Zubair,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4740
Revolution,D,16,9,Offense,Catch,Zubair,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4744
Revolution,D,16,9,Offense,Catch,Matzuka,Zubair,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4748
Revolution,D,16,9,Offense,Catch,Zubair,JRob,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4752
Revolution,D,16,9,Offense,Catch,JRob,Zubair,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4756
Revolution,D,16,9,Offense,Catch,Zubair,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4760
Revolution,D,16,9,Offense,Catch,Matzuka,Jimmy,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4764
Revolution,D,16,9,Offense,Catch,Jimmy,DW,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4768
Revolution,D,16,9,Offense,Catch,DW,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4772
Revolution,D,16,9,Offense,Catch,Matzuka,Zubair,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4776
Revolution,D,16,9,Offense,Catch,Zubair,DW,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4780
Revolution,D,16,9,Offense,Catch,DW,Zubair,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4784
Revolution,D,16,9,Offense,Catch,Zubair,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4788
Revolution,D,16,9,Offense,Catch,Matzuka,JRob,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4792
Revolution,D,16,9,Offense,Catch,JRob,Matzuka,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4796
Revolution,D,16,9,Offense,Catch,Matzuka,DW,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4800
Revolution,D,16,9,Offense,Goal,DW,Zubair,,Zubair,Vock,JRob,JSS,DW,Matzuka,Jimmy,,4804
Revolution,D,17,9,Defense,Pull,,,Matzuka,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4855
Revolution,D,17,9,Defense,Throwaway,,,Anonymous,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4911
Revolution,D,17,9,Offense,Catch,Matzuka,Kennedy,,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4918
Revolution,D,17,9,Offense,Catch,Kennedy,Bob,,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4922
Revolution,D,17,9,Offense,Catch,Bob,Goose,,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4926
Revolution,D,17,9,Offense,Catch,Goose,Matzuka,,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4930
Revolution,D,17,9,Offense,Catch,Matzuka,Bob,,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4935
Revolution,D,17,9,Offense,Catch,Bob,Matzuka,,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4938
Revolution,D,17,9,Offense,Goal,Matzuka,Uber,,Kaufmann,Uber,Bob,Goose,Kennedy,Slymer,Matzuka,,4943
Revolution,D,18,9,Defense,Pull,,,JRob,Zubair,J Silver,Vock,Max,JRob,JSS,Jimmy,,4993
Revolution,D,18,9,Defense,Throwaway,,,Anonymous,Zubair,J Silver,Vock,Max,JRob,JSS,Jimmy,,5009
Revolution,D,18,9,Offense,Catch,Zubair,JRob,,Zubair,J Silver,Vock,Max,JRob,JSS,Jimmy,,5021
Revolution,D,18,9,Offense,Goal,JRob,Vock,,Zubair,J Silver,Vock,Max,JRob,JSS,Jimmy,,5027
Revolution,D,19,9,Defense,Pull,,,Matzuka,Kaufmann,Uber,Goose,Kennedy,DW,Slymer,Matzuka,,5099
Revolution,D,19,9,Defense,Throwaway,,,Anonymous,Kaufmann,Uber,Goose,Kennedy,DW,Slymer,Matzuka,,5133
Revolution,D,19,9,Offense,Goal,Matzuka,Goose,,Kaufmann,Uber,Goose,Kennedy,DW,Slymer,Matzuka,,5137
Revolution,D,20,9,Defense,PullOb,,,JRob,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5200
Revolution,D,20,9,Defense,D,,,JRob,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5227
Revolution,D,20,9,Offense,Catch,Matzuka,Vock,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5232
Revolution,D,20,9,Offense,Catch,Vock,Matzuka,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5236
Revolution,D,20,9,Offense,Catch,Matzuka,JRob,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5240
Revolution,D,20,9,Offense,Catch,JRob,Matzuka,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5244
Revolution,D,20,9,Offense,Catch,Matzuka,JRob,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5248
Revolution,D,20,9,Offense,Catch,JRob,Matzuka,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5252
Revolution,D,20,9,Offense,Catch,Matzuka,JRob,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5256
Revolution,D,20,9,Offense,Catch,JRob,Matzuka,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5260
Revolution,D,20,9,Offense,Catch,Matzuka,JRob,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5264
Revolution,D,20,9,Offense,Catch,JRob,Matzuka,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5268
Revolution,D,20,9,Offense,Catch,Matzuka,JRob,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5272
Revolution,D,20,9,Offense,Catch,JRob,Matzuka,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5276
Revolution,D,20,9,Offense,Catch,Matzuka,Max,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5280
Revolution,D,20,9,Offense,Catch,Max,Jimmy,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5284
Revolution,D,20,9,Offense,Catch,Jimmy,JSS,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5288
Revolution,D,20,9,Offense,Catch,JSS,Matzuka,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5292
Revolution,D,20,9,Offense,Catch,Matzuka,Jimmy,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5296
Revolution,D,20,9,Offense,Catch,Jimmy,Matzuka,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5300
Revolution,D,20,9,Offense,Catch,Matzuka,Jimmy,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5303
Revolution,D,20,9,Offense,Catch,Jimmy,JRob,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5310
Revolution,D,20,9,Offense,Catch,JRob,Jimmy,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5314
Revolution,D,20,9,Offense,Goal,Jimmy,Vock,,Zubair,Vock,Max,JRob,JSS,Matzuka,Jimmy,,5318
Revolution,D,21,9,Defense,Pull,,,Goose,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5378
Revolution,D,21,9,Defense,Throwaway,,,Anonymous,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5426
Revolution,D,21,9,Offense,Catch,J Silver,DW,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5433
Revolution,D,21,9,Offense,Catch,DW,Kennedy,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5437
Revolution,D,21,9,Offense,Catch,Kennedy,Slymer,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5441
Revolution,D,21,9,Offense,Throwaway,Slymer,Anonymous,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5444
Revolution,D,21,9,Defense,Throwaway,,,Anonymous,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5457
Revolution,D,21,9,Offense,Catch,Kennedy,Kaufmann,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5461
Revolution,D,21,9,Offense,Throwaway,Kaufmann,Anonymous,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5465
Revolution,D,21,9,Defense,Throwaway,,,Anonymous,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5495
Revolution,D,21,9,Offense,Throwaway,Kennedy,Anonymous,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5516
Revolution,D,21,9,Defense,Throwaway,,,Anonymous,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5531
Revolution,D,21,9,Offense,Catch,J Silver,Goose,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5536
Revolution,D,21,9,Offense,Goal,Goose,Slymer,,Kaufmann,J Silver,Uber,Goose,Kennedy,DW,Slymer,,5539
Revolution,D,22,9,Defense,Pull,,,Bob,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5589
Revolution,D,22,9,Defense,Throwaway,,,Anonymous,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5625
Revolution,D,22,9,Offense,Throwaway,Bob,Anonymous,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5631
Revolution,D,22,9,Defense,D,,,Jack,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5634
Revolution,D,22,9,Offense,Catch,Bob,Matzuka,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5638
Revolution,D,22,9,Offense,Catch,Matzuka,Cullen,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5642
Revolution,D,22,9,Offense,Throwaway,Cullen,Anonymous,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5646
Revolution,D,22,9,Defense,D,,,Bob,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5661
Revolution,D,22,9,Offense,Catch,Bob,Matzuka,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5667
Revolution,D,22,9,Offense,Catch,Matzuka,Cullen,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5675
Revolution,D,22,9,Offense,Catch,Cullen,Jack,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5679
Revolution,D,22,9,Offense,Catch,Jack,Matzuka,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5683
Revolution,D,22,9,Offense,Catch,Matzuka,Bob,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5687
Revolution,D,22,9,Offense,Catch,Bob,J Silver,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5691
Revolution,D,22,9,Offense,Catch,J Silver,Bob,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5695
Revolution,D,22,9,Offense,Throwaway,Bob,Anonymous,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5702
Revolution,D,22,9,Defense,D,,,JRob,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5711
Revolution,D,22,9,Offense,Catch,Bob,Cullen,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5792
Revolution,D,22,9,Offense,Catch,Cullen,JRob,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5796
Revolution,D,22,9,Offense,Catch,JRob,Cullen,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5800
Revolution,D,22,9,Offense,Catch,Cullen,Jack,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5804
Revolution,D,22,9,Offense,Throwaway,Jack,Anonymous,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,5808
Revolution,D,22,9,Defense,Throwaway,,,Anonymous,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,6013
Revolution,D,22,9,Offense,Goal,Bob,Shiel,,Kaufmann,J Silver,Jack,Shiel,Bob,Goose,Matzuka,,6021
Revolution,D,22,10,Defense,Pull,,,Goose,J Silver,Uber,Goose,Max,JRob,DW,Matzuka,,6076
Revolution,D,22,10,Defense,Goal,,,Anonymous,J Silver,Uber,Goose,Max,JRob,DW,Matzuka,,6092
Revolution,O,23,10,Offense,Catch,Bob,Goose,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6154
Revolution,O,23,10,Offense,Catch,Goose,Bob,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6163
Revolution,O,23,10,Offense,Catch,Bob,Goose,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6166
Revolution,O,23,10,Offense,Catch,Goose,Bob,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6170
Revolution,O,23,10,Offense,Catch,Bob,Cullen,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6174
Revolution,O,23,10,Offense,Catch,Cullen,Matzuka,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6177
Revolution,O,23,10,Offense,Catch,Matzuka,Bob,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6181
Revolution,O,23,10,Offense,Catch,Bob,Shiel,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6185
Revolution,O,23,10,Offense,Catch,Shiel,Jack,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6188
Revolution,O,23,10,Offense,Catch,Jack,Matzuka,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6192
Revolution,O,23,10,Offense,Catch,Matzuka,Shiel,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6197
Revolution,O,23,10,Offense,Catch,Shiel,Matzuka,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6201
Revolution,O,23,10,Offense,Goal,Matzuka,Bob,,J Silver,Jack,Shiel,Bob,Goose,Matzuka,Cullen,,6216
Revolution,D,24,10,Defense,Pull,,,Matzuka,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6273
Revolution,D,24,10,Defense,Throwaway,,,Anonymous,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6299
Revolution,D,24,10,Offense,Catch,Matzuka,Max,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6304
Revolution,D,24,10,Offense,Catch,Max,Matzuka,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6308
Revolution,D,24,10,Offense,Drop,Matzuka,Max,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6312
Revolution,D,24,10,Defense,Throwaway,,,Anonymous,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6366
Revolution,D,24,10,Offense,Catch,Matzuka,Max,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6373
Revolution,D,24,10,Offense,Catch,Max,Matzuka,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6377
Revolution,D,24,10,Offense,Catch,Matzuka,DW,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6381
Revolution,D,24,10,Offense,Catch,DW,Slymer,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6385
Revolution,D,24,10,Offense,Catch,Slymer,Matzuka,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6389
Revolution,D,24,10,Offense,Catch,Matzuka,Slymer,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6393
Revolution,D,24,10,Offense,Catch,Slymer,Kaufmann,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6397
Revolution,D,24,10,Offense,Catch,Kaufmann,Vock,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6401
Revolution,D,24,10,Offense,Goal,Vock,Slymer,,Kaufmann,Uber,Vock,Max,DW,Slymer,Matzuka,,6405
Revolution,D,25,10,Defense,Pull,,,Matzuka,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6458
Revolution,D,25,10,Defense,Throwaway,,,Anonymous,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6481
Revolution,D,25,10,Offense,Throwaway,Matzuka,Anonymous,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6495
Revolution,D,25,10,Defense,Throwaway,,,Anonymous,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6505
Revolution,D,25,10,Offense,Catch,Matzuka,Uber,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6515
Revolution,D,25,10,Offense,Catch,Uber,Goose,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6519
Revolution,D,25,10,Offense,Catch,Goose,Matzuka,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6523
Revolution,D,25,10,Offense,Catch,Matzuka,Kaufmann,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6527
Revolution,D,25,10,Offense,Catch,Kaufmann,Cullen,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6531
Revolution,D,25,10,Offense,Throwaway,Cullen,Anonymous,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6539
Revolution,D,25,10,Defense,Throwaway,,,Anonymous,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6566
Revolution,D,25,10,Offense,Throwaway,Matzuka,Anonymous,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6569
Revolution,D,25,10,Defense,D,,,Cullen,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6594
Revolution,D,25,10,Offense,Catch,Goose,Matzuka,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6610
Revolution,D,25,10,Offense,Drop,Matzuka,Zubair,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6627
Revolution,D,25,10,Defense,D,,,Uber,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6631
Revolution,D,25,10,Offense,Catch,Matzuka,JRob,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6637
Revolution,D,25,10,Offense,Catch,JRob,Zubair,,Kaufmann,Zubair,Uber,Goose,JRob,Matzuka,Cullen,,6641
