Opponent,Line,Our_Score,Their_Score,Event_Type,Act,Passer,Receiver,Defender,Player_0,Player_1,Player_2,Player_3,Player_4,Player_5,Player_6,Player 7,Elapsed Time (secs)
AlleyCats,O,24,21,Offense,Catch,Fergus,Adrian,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21141
AlleyCats,O,24,21,Offense,Catch,Adrian,Fergus,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21145
AlleyCats,O,24,21,Offense,Catch,Fergus,Adrian,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21149
AlleyCats,O,24,21,Offense,Catch,Adrian,Shiel,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21153
AlleyCats,O,24,21,Offense,Catch,Shiel,Bob,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21157
AlleyCats,O,24,21,Offense,Catch,Bob,JRob,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21161
AlleyCats,O,24,21,Offense,Catch,JRob,Uber,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21165
AlleyCats,O,24,21,Offense,Catch,Uber,JRob,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21169
AlleyCats,O,24,21,Offense,Catch,JRob,Shiel,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21173
AlleyCats,O,24,21,Offense,Catch,Shiel,Adrian,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21177
AlleyCats,O,24,21,Offense,Goal,Adrian,Shiel,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21181
AlleyCats,D,24,22,Defense,Pull,,,Matzuka,Goose,DW,Rathunde,Slymer,Danny,Matzuka,Sheehan,,21185
AlleyCats,D,24,22,Defense,Goal,,,Anonymous,Goose,DW,Rathunde,Slymer,Danny,Matzuka,Sheehan,,21253
AlleyCats,O,24,22,Offense,Catch,Bob,Cullen,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21252
AlleyCats,O,24,22,Offense,Catch,Cullen,Adrian,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21261
AlleyCats,O,24,22,Offense,Catch,Adrian,Cullen,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21265
AlleyCats,O,24,22,Offense,Catch,Cullen,Shiel,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21269
AlleyCats,O,24,22,Offense,Catch,Shiel,Adrian,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21273
AlleyCats,O,24,22,Offense,Catch,Adrian,Shiel,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21277
AlleyCats,O,24,22,Offense,Catch,Shiel,Cullen,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21281
AlleyCats,O,24,22,Offense,Catch,Cullen,Shiel,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21285
AlleyCats,O,24,22,Offense,Catch,Shiel,Fergus,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21289
AlleyCats,O,24,22,Offense,Catch,Fergus,Shiel,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21293
AlleyCats,O,24,22,Offense,Catch,Shiel,Fergus,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21297
AlleyCats,O,24,22,Offense,Catch,Fergus,Adrian,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21301
AlleyCats,O,24,22,Offense,Catch,Adrian,Shiel,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21305
AlleyCats,O,24,22,Cessation,GameOver,,,,Adrian,Shiel,Uber,Bob,JRob,Fergus,Cullen,,21309
Windchill,D,1,0,Defense,Pull,,,Matzuka,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,0
Windchill,D,1,0,Defense,D,,,Uber,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,6
Windchill,D,1,0,Offense,Catch,Matzuka,Sheehan,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,19
Windchill,D,1,0,Offense,Catch,Sheehan,Matzuka,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,23
Windchill,D,1,0,Offense,Catch,Matzuka,Sheehan,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,27
Windchill,D,1,0,Offense,Catch,Sheehan,Neil,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,32
Windchill,D,1,0,Offense,Goal,Neil,Sheehan,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,35
Windchill,D,2,0,Defense,Pull,,,Matzuka,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,95
Windchill,D,2,0,Defense,Throwaway,,,Anonymous,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,138
Windchill,D,2,0,Offense,Catch,Kennedy,Matzuka,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,141
Windchill,D,2,0,Offense,Catch,Matzuka,Jimmy,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,145
Windchill,D,2,0,Offense,Catch,Jimmy,Matzuka,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,149
Windchill,D,2,0,Offense,Goal,Matzuka,JSS,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,153
Windchill,D,3,0,Defense,Pull,,,Goose,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,232
Windchill,D,3,0,Defense,Throwaway,,,Anonymous,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,240
Windchill,D,3,0,Offense,Goal,Matzuka,Goose,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,247
Windchill,D,4,0,Defense,Pull,,,Matzuka,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,326
Windchill,D,4,0,Defense,D,,,JSS,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,329
Windchill,D,4,0,Offense,Catch,Max,Matzuka,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,333
Windchill,D,4,0,Offense,Drop,Matzuka,JSS,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,340
Windchill,D,4,0,Defense,Throwaway,,,Anonymous,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,357
Windchill,D,4,0,Offense,Catch,Matzuka,Jimmy,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,364
Windchill,D,4,0,Offense,Catch,Jimmy,Matzuka,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,368
Windchill,D,4,0,Offense,Catch,Matzuka,Slymer,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,372
Windchill,D,4,0,Offense,Catch,Slymer,Rathunde,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,376
Windchill,D,4,0,Offense,Throwaway,Rathunde,Anonymous,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,384
Windchill,D,4,0,Defense,D,,,Slymer,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,409
Windchill,D,4,0,Offense,Catch,Kennedy,Jimmy,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,418
Windchill,D,4,0,Offense,Catch,Jimmy,Matzuka,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,422
Windchill,D,4,0,Offense,Catch,Matzuka,Slymer,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,426
Windchill,D,4,0,Offense,Catch,Slymer,Kennedy,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,430
Windchill,D,4,0,Offense,Catch,Kennedy,Jimmy,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,434
Windchill,D,4,0,Offense,Catch,Jimmy,Matzuka,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,438
Windchill,D,4,0,Offense,Goal,Matzuka,Slymer,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,442
Windchill,D,4,1,Defense,Pull,,,Goose,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,532
Windchill,D,4,1,Defense,Goal,,,Anonymous,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,536
Windchill,O,4,2,Offense,Catch,Fergus,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,585
Windchill,O,4,2,Offense,Drop,Bob,Fergus,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,602
Windchill,O,4,2,Defense,Goal,,,Anonymous,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,645
Windchill,O,5,2,Offense,Catch,Bob,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,701
Windchill,O,5,2,Offense,Catch,Cullen,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,710
Windchill,O,5,2,Offense,Catch,Bob,Danny,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,714
Windchill,O,5,2,Offense,Catch,Danny,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,718
Windchill,O,5,2,Offense,Catch,Cullen,Fergus,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,722
Windchill,O,5,2,Offense,Catch,Fergus,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,726
Windchill,O,5,2,Offense,Catch,Cullen,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,730
Windchill,O,5,2,Offense,Catch,Bob,Adrian,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,734
Windchill,O,5,2,Offense,Catch,Adrian,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,738
Windchill,O,5,2,Offense,Catch,Bob,Shiel,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,742
Windchill,O,5,2,Offense,Goal,Shiel,Jack,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,746
Windchill,D,6,2,Defense,Pull,,,Goose,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,813
Windchill,D,6,2,Defense,Throwaway,,,Anonymous,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,832
Windchill,D,6,2,Offense,Catch,Matzuka,DW,,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,843
Windchill,D,6,2,Offense,Catch,DW,Matzuka,,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,846
Windchill,D,6,2,Offense,Catch,Matzuka,DW,,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,850
Windchill,D,6,2,Offense,Catch,DW,Neil,,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,853
Windchill,D,6,2,Offense,Catch,Neil,Kaufmann,,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,857
Windchill,D,6,2,Offense,Catch,Kaufmann,Matzuka,,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,861
Windchill,D,6,2,Offense,Catch,Matzuka,Kaufmann,,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,865
Windchill,D,6,2,Offense,Goal,Kaufmann,Slymer,,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,876
Windchill,D,7,2,Defense,Pull,,,Matzuka,Uber,Goose,Kennedy,Rathunde,Neil,Matzuka,Sheehan,,936
Windchill,D,7,2,Defense,Throwaway,,,Anonymous,Uber,Goose,Kennedy,Rathunde,Neil,Matzuka,Sheehan,,945
Windchill,D,7,2,Offense,Catch,Matzuka,Sheehan,,Uber,Goose,Kennedy,Rathunde,Neil,Matzuka,Sheehan,,954
Windchill,D,7,2,Offense,Catch,Sheehan,Matzuka,,Uber,Goose,Kennedy,Rathunde,Neil,Matzuka,Sheehan,,958
Windchill,D,7,2,Offense,Goal,Matzuka,Goose,,Uber,Goose,Kennedy,Rathunde,Neil,Matzuka,Sheehan,,962
Windchill,D,7,3,Defense,Pull,,,Matzuka,Kaufmann,Max,Kennedy,JSS,Slymer,Matzuka,Jimmy,,1034
Windchill,D,7,3,Defense,D,,,Matzuka,Kaufmann,Max,Kennedy,JSS,Slymer,Matzuka,Jimmy,,1038
Windchill,D,7,3,Offense,Catch,Matzuka,Slymer,,Kaufmann,Max,Kennedy,JSS,Slymer,Matzuka,Jimmy,,1042
Windchill,D,7,3,Offense,Catch,Slymer,Max,,Kaufmann,Max,Kennedy,JSS,Slymer,Matzuka,Jimmy,,1046
Windchill,D,7,3,Offense,Throwaway,Max,Anonymous,,Kaufmann,Max,Kennedy,JSS,Slymer,Matzuka,Jimmy,,1050
Windchill,D,7,3,Defense,Goal,,,Anonymous,Kaufmann,Max,Kennedy,JSS,Slymer,Matzuka,Jimmy,,1061
Windchill,O,8,3,Offense,Catch,Fergus,Adrian,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1110
Windchill,O,8,3,Offense,Catch,Adrian,Jack,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1118
Windchill,O,8,3,Offense,Catch,Jack,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1121
Windchill,O,8,3,Offense,Catch,Cullen,Danny,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1127
Windchill,O,8,3,Offense,Catch,Danny,Shiel,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1130
Windchill,O,8,3,Offense,Throwaway,Shiel,Anonymous,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1139
Windchill,O,8,3,Defense,Throwaway,,,Anonymous,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1163
Windchill,O,8,3,Offense,Catch,Bob,Adrian,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1180
Windchill,O,8,3,Offense,Catch,Adrian,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1184
Windchill,O,8,3,Offense,Catch,Cullen,Shiel,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1190
Windchill,O,8,3,Offense,Catch,Shiel,Jack,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1193
Windchill,O,8,3,Offense,Catch,Jack,Shiel,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1196
Windchill,O,8,3,Offense,Catch,Shiel,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1201
Windchill,O,8,3,Offense,Catch,Bob,Danny,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1206
Windchill,O,8,3,Offense,Catch,Danny,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1213
Windchill,O,8,3,Offense,Goal,Bob,Adrian,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1220
Windchill,D,8,4,Defense,Pull,,,Goose,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,1315
Windchill,D,8,4,Defense,Goal,,,Anonymous,Kaufmann,Goose,Max,DW,Slymer,Neil,Matzuka,,1319
Windchill,O,8,4,Offense,Catch,Adrian,Bob,,Jack,Adrian,Shiel,Bob,Goose,Fergus,Cullen,,1356
Windchill,O,8,4,Offense,Catch,Bob,Shiel,,Jack,Adrian,Shiel,Bob,Goose,Fergus,Cullen,,1368
Windchill,O,8,4,Offense,Catch,Shiel,Bob,,Jack,Adrian,Shiel,Bob,Goose,Fergus,Cullen,,1372
Windchill,O,8,4,Offense,Catch,Bob,Anonymous,,Jack,Adrian,Shiel,Bob,Goose,Fergus,Cullen,,1376
Windchill,O,8,4,Offense,Catch,Anonymous,Cullen,,Jack,Adrian,Shiel,Bob,Goose,Fergus,Cullen,,1380
Windchill,O,8,4,Offense,Throwaway,Cullen,Anonymous,,Jack,Adrian,Shiel,Bob,Goose,Fergus,Cullen,,1384
Windchill,O,8,4,Cessation,EndOfFirstQuarter,,,,Jack,Adrian,Shiel,Bob,Goose,Fergus,Cullen,,1436
Windchill,O,9,4,Offense,Catch,Bob,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1618
Windchill,O,9,4,Offense,Catch,Cullen,Adrian,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1627
Windchill,O,9,4,Offense,Catch,Adrian,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1631
Windchill,O,9,4,Offense,Catch,Bob,Matzuka,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1635
Windchill,O,9,4,Offense,Catch,Matzuka,Jack,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1639
Windchill,O,9,4,Offense,Catch,Jack,Shiel,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1646
Windchill,O,9,4,Offense,Catch,Shiel,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1650
Windchill,O,9,4,Offense,Catch,Bob,Matzuka,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1653
Windchill,O,9,4,Offense,Catch,Matzuka,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1657
Windchill,O,9,4,Offense,Catch,Cullen,Matzuka,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1661
Windchill,O,9,4,Offense,Goal,Matzuka,Fergus,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1665
Windchill,D,9,5,Defense,Pull,,,Goose,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,1721
Windchill,D,9,5,Defense,Goal,,,Anonymous,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,1735
Windchill,O,10,5,Offense,Catch,Fergus,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1792
Windchill,O,10,5,Offense,Catch,Bob,Shiel,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1801
Windchill,O,10,5,Offense,Goal,Shiel,Jack,,Jack,Adrian,Shiel,Bob,Fergus,Danny,Cullen,,1808
Windchill,D,11,5,Defense,Pull,,,Goose,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,1857
Windchill,D,11,5,Defense,D,,,Sheehan,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,1871
Windchill,D,11,5,Offense,Goal,Matzuka,DW,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,1877
Windchill,D,11,6,Defense,Pull,,,Matzuka,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1939
Windchill,D,11,6,Defense,Throwaway,,,Anonymous,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1950
Windchill,D,11,6,Offense,Throwaway,Matzuka,Anonymous,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,1957
Windchill,D,11,6,Defense,Throwaway,,,Anonymous,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2004
Windchill,D,11,6,Offense,Drop,Matzuka,JSS,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2023
Windchill,D,11,6,Defense,Throwaway,,,Anonymous,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2051
Windchill,D,11,6,Offense,Catch,Matzuka,Max,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2064
Windchill,D,11,6,Offense,Catch,Max,JSS,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2067
Windchill,D,11,6,Offense,Catch,JSS,Matzuka,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2073
Windchill,D,11,6,Offense,Catch,Matzuka,JSS,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2076
Windchill,D,11,6,Offense,Catch,Anonymous,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2181
Windchill,D,11,6,Offense,Catch,Bob,Matzuka,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2184
Windchill,D,11,6,Offense,Catch,Matzuka,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2190
Windchill,D,11,6,Offense,Catch,Bob,Matzuka,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2194
Windchill,D,11,6,Offense,Throwaway,Matzuka,Anonymous,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2198
Windchill,D,11,6,Defense,Throwaway,,,Anonymous,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2243
Windchill,D,11,6,Offense,Catch,Fergus,Bob,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2251
Windchill,D,11,6,Offense,Catch,Bob,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2255
Windchill,D,11,6,Offense,Throwaway,Cullen,Anonymous,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2259
Windchill,D,11,6,Defense,D,,,Fergus,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2324
Windchill,D,11,6,Offense,Catch,Matzuka,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2337
Windchill,D,11,6,Offense,Drop,Cullen,Jack,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2355
Windchill,D,11,6,Defense,Throwaway,,,Anonymous,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2385
Windchill,D,11,6,Offense,Catch,Matzuka,Cullen,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2399
Windchill,D,11,6,Offense,Catch,Cullen,Matzuka,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2403
Windchill,D,11,6,Offense,Catch,Matzuka,Shiel,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2407
Windchill,D,11,6,Offense,Catch,Shiel,Jack,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2411
Windchill,D,11,6,Offense,Throwaway,Jack,Anonymous,,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2439
Windchill,D,11,6,Defense,Goal,,,Anonymous,Jack,Adrian,Shiel,Bob,Fergus,Matzuka,Cullen,,2460
Windchill,O,12,6,Offense,Drop,Matzuka,Neil,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2530
Windchill,O,12,6,Defense,Throwaway,,,Anonymous,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2539
Windchill,O,12,6,Offense,Catch,Matzuka,Uber,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2551
Windchill,O,12,6,Offense,Catch,Uber,Matzuka,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2554
Windchill,O,12,6,Offense,Catch,Matzuka,Sheehan,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2557
Windchill,O,12,6,Offense,Catch,Sheehan,Uber,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2564
Windchill,O,12,6,Offense,Catch,Uber,Sheehan,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2567
Windchill,O,12,6,Offense,Catch,Sheehan,Uber,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2571
Windchill,O,12,6,Offense,Catch,Uber,DW,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2575
Windchill,O,12,6,Offense,Catch,DW,Matzuka,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2579
Windchill,O,12,6,Offense,Catch,Matzuka,Uber,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2583
Windchill,O,12,6,Offense,Catch,Uber,Matzuka,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2587
Windchill,O,12,6,Offense,Catch,Matzuka,Uber,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2591
Windchill,O,12,6,Offense,Catch,Uber,Kaufmann,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2595
Windchill,O,12,6,Offense,Catch,Kaufmann,Sheehan,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2598
Windchill,O,12,6,Offense,Catch,Sheehan,Uber,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2602
Windchill,O,12,6,Offense,Catch,Uber,Sheehan,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2606
Windchill,O,12,6,Offense,Goal,Sheehan,Kaufmann,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,2610
Windchill,D,12,7,Defense,Pull,,,Matzuka,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2705
Windchill,D,12,7,Defense,D,,,Rathunde,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2708
Windchill,D,12,7,Offense,Catch,Kennedy,Jimmy,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2724
Windchill,D,12,7,Offense,Catch,Jimmy,Matzuka,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2728
Windchill,D,12,7,Offense,Catch,Matzuka,Rathunde,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2732
Windchill,D,12,7,Offense,Catch,Rathunde,Kennedy,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2736
Windchill,D,12,7,Offense,Catch,Kennedy,Slymer,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2740
Windchill,D,12,7,Offense,Drop,Slymer,JSS,,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2752
Windchill,D,12,7,Defense,Goal,,,Anonymous,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,2882
Windchill,O,12,7,Offense,Catch,Adrian,Matzuka,,Kaufmann,Adrian,Bob,Goose,Rathunde,Matzuka,Cullen,,2938
Windchill,O,12,7,Offense,Catch,Matzuka,Cullen,,Kaufmann,Adrian,Bob,Goose,Rathunde,Matzuka,Cullen,,2946
Windchill,O,12,7,Offense,Throwaway,Cullen,Anonymous,,Kaufmann,Adrian,Bob,Goose,Rathunde,Matzuka,Cullen,,2951
Windchill,O,12,7,Cessation,Halftime,,,,Kaufmann,Adrian,Bob,Goose,Rathunde,Matzuka,Cullen,,3042
Windchill,D,13,7,Defense,Pull,,,Goose,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,3932
Windchill,D,13,7,Defense,D,,,Neil,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,3940
Windchill,D,13,7,Offense,Goal,Kaufmann,Goose,,Kaufmann,Uber,Goose,DW,Neil,Matzuka,Sheehan,,4021
Windchill,D,14,7,Defense,Pull,,,Matzuka,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,4080
Windchill,D,14,7,Defense,D,,,Slymer,Max,Kennedy,Rathunde,JSS,Slymer,Matzuka,Jimmy,,4089
